Global Rank;Institution;Country;Sector;Best Country Quartile,,,,
1413;Hyundai Motor Co, South Korea;KOR;Companies;1,,,
1413;Army Medical University *;CHN;Universities;1,,,,
1415;Catholic University of Korea *;KOR;Universities;1,,,,
1416;Hospital das Clinicas da Faculdade de Medicina da Universidade de Sao Paulo;BRA;Health;1,,,,
1417;Imagerie et Cerveau;FRA;Government;1,,,,
1417;Martin-Luther-Universitat Halle-Wittenberg *;DEU;Universities;1,,,,
1417;Universite du Luxembourg;LUX;Universities;1,,,,
1420;NHS Lothian;GBR;Health;2,,,,
1420;Instituto IMDEA Energia;ESP;Government;1,,,,
1422;Texas Instruments, United States;USA;Companies;1,,,
1423;Tata Group *;MUL;Companies;2,,,,
1423;Istituto Europeo di Oncologia;ITA;Health;1,,,,
1425;City University of New York Graduate Center;USA;Universities;1,,,,
1426;Clemson University;USA;Universities;1,,,,
1427;Institut des Biomolecules Max Mousseron;FRA;Government;1,,,,
1427;Institute of Information Engineering, Chinese Academy of Sciences;CHN;Government;1,,,
1429;Dongguk University *;KOR;Universities;1,,,,
1430;European Commission - Joint Research Centre Ispra, Italy;ITA;Government;1,,,
1431;University of Tasmania;AUS;Universities;1,,,,
1431;Thales Group France, S.A.;FRA;Companies;1,,,
1431;The Leeds Teaching Hospitals NHS Trust;GBR;Health;2,,,,
1434;University of Jinan;CHN;Universities;1,,,,
1435;San Francisco General Hospital;USA;Health;1,,,,
1436;National Physical Laboratory;GBR;Government;1,,,,
1437;South China Normal University;CHN;Universities;1,,,,
1437;Chang'an University ;CHN;Universities;1,,,,
1437;Helmholtz Institute Ulm;DEU;Government;1,,,,
1440;Natural Environment Research Council *;GBR;Government;1,,,,
1441;Parque Cientifico y Tecnologico de Vizcaya;ESP;Non-Profit;1,,,,
1441;Abbott Laboratories, United States;USA;Companies;1,,,
1443;Royal Melbourne Hospital;AUS;Health;1,,,,
1444;Gwangju Institute of Science and Technology;KOR;Universities;1,,,,
1445;Deutsches Rheuma Forschungszentrum Berlin;DEU;Government;1,,,,
1446;Dow Chemical Co *;MUL;Companies;2,,,,
1446;City University of New York, City College;USA;Universities;1,,,
1448;Forsyth Institute;USA;Health;1,,,,
1449;VA St Louis Health Care System;USA;Health;1,,,,
1449;Fimlab Laboratories;FIN;Health;1,,,,
1451;Netherlands Institute for Neuroscience;NLD;Government;1,,,,
1451;Hitachi Energy;MUL;Companies;1,,,,
1451;Fundacio per al Foment de la Investigacio Sanitaria i Biomedica;ESP;Non-Profit;1,,,,
1454;Environment Canada;CAN;Government;1,,,,
1455;AB Volvo *;MUL;Companies;1,,,,
1456;Osterreichische Akademie der Wissenschaften *;AUT;Government;1,,,,
1457;University of Texas, San Antonio;USA;Universities;2,,,
1458;Rush University Medical Center;USA;Health;1,,,,
1458;Instituto de la Grasa de Sevilla;ESP;Government;1,,,,
1460;Centro Superior de Investigacion en Salud Publica *;ESP;Health;1,,,,
1460;VCU Medical Center;USA;Health;2,,,,
1462;University of California, Irvine Healthcare;USA;Health;2,,,
1463;Conselleria de Sanidad A Coruna;ESP;Health;1,,,,
1463;Rensselaer Polytechnic Institute;USA;Universities;1,,,,
1465;Chonnam National University;KOR;Universities;1,,,,
1465;Ingenierie des Materiaux Polymeres;FRA;Government;1,,,,
1467;Ghent University Hospital;BEL;Health;2,,,,
1468;University of Eastern Finland;FIN;Universities;1,,,,
1468;Chungnam National University;KOR;Universities;1,,,,
1470;CIC energiGUNE;ESP;Government;1,,,,
1470;Anhui University;CHN;Universities;1,,,,
1472;Institute of Molecular and Clinical Ophthalmology Basel;CHE;Government;2,,,,
1473;Gadjah Mada University;IDN;Universities;1,,,,
1473;Telecom ParisTech;FRA;Universities;1,,,,
1475;Sichuan Agricultural University;CHN;Universities;1,,,,
1475;Royal Children's Hospital Melbourne;AUS;Health;1,,,,
1475;Sherbrooke University *;CAN;Universities;1,,,,
1478;Laboratoire d'Informatique Gaspard-Monge;FRA;Government;1,,,,
1479;Max Planck Institut fur Evolutionare Anthropologie;DEU;Government;1,,,,
1480;Institute of Physics, Chinese Academy of Sciences;CHN;Government;1,,,
1481;Fraunhofer Institut fur Angewandte Optik und Feinmechanik;DEU;Government;1,,,,
1482;Centre Hospitalier Universitaire de Nantes *;FRA;Health;1,,,,
1483;Instituto Goncalo Moniz;BRA;Health;1,,,,
1484;Kunming Institute of Botany, Chinese Academy of Science;CHN;Government;1,,,
1485;Centre Hospitalier Regional Universitaire de Lille *;FRA;Health;1,,,,
1486;Corning, USA;USA;Companies;1,,,
1487;Max Planck Institut fur Chemische Okologie;DEU;Government;1,,,,
1487;Karl Franzens Universitat Graz *;AUT;Universities;1,,,,
1489;Universita della Svizzera Italiana *;CHE;Universities;2,,,,
1490;USF Health;USA;Universities;1,,,,
1491;Kansas State University;USA;Universities;1,,,,
1491;National Institute for Health and Welfare;FIN;Health;1,,,,
1493;Baker IDI Heart and Diabetes Institute;AUS;Health;1,,,,
1493;National Institute for Materials Science;JPN;Government;1,,,,
1495;Xi'an Institute of Optics and Precision Mechanics, Chinese Academy of Sciences;CHN;Government;1,,,
1496;Instituto de Investigacion Sanitaria de Navarra;ESP;Health;1,,,,
1497;NIHR Nottingham Biomedical Research Centre;GBR;Health;2,,,,
1498;Institut fur Quantenoptik und Quanteninformation Osterreichische Akademie der Wissenschaften;AUT;Government;1,,,,
1499;Universita degli Studi di Salerno;ITA;Universities;1,,,,
1499;Kobe University *;JPN;Universities;1,,,,
1501;China University of Petroleum, Beijing;CHN;Universities;1,,,
1501;Mount Sinai Hospital Joseph and Wolf Lebovic Health Complex;CAN;Health;1,,,,
1501;Nottingham University Hospitals NHS Trust;GBR;Health;2,,,,
1504;University of Louisville *;USA;Universities;1,,,,
1504;Simons Foundation;USA;Non-Profit;1,,,,
1506;Taiyuan University of Technology;CHN;Universities;1,,,,
1506;National Health Research Institutes;TWN;Health;1,,,,
1506;Murdoch Children's Research Institute;AUS;Health;1,,,,
1509;Universita degli Studi della Campania Luigi Vanvitelli;ITA;Universities;1,,,,
1509;Max Planck Institut fur Festkorperforschung;DEU;Government;2,,,,
1509;Instituto de Salud Global de Barcelona;ESP;Health;1,,,,
1512;Max Planck Institut fur Evolutionsbiologie;DEU;Government;2,,,,
1512;Ningbo University;CHN;Universities;1,,,,
1514;Parc de Salut Mar de Barcelona *;ESP;Health;1,,,,
1515;Mossakowski Medical Research Centre Polish Academy of Sciences;POL;Government;1,,,,
1515;Institute of Chemical Biology and Fundamental Medicine Russian Academy of Sciences;RUS;Government;1,,,,
1517;Max Planck Institut fur die Physik des Lichts;DEU;Government;1,,,,
1517;Anhui Agricultural University;CHN;Universities;1,,,,
1519;Basque Research and Technology Alliance *;ESP;Government;1,,,,
1519;Boeing Co *;MUL;Companies;2,,,,
1521;Institut de Psychiatrie et Neurosciences de Paris;FRA;Government;1,,,,
1521;Istituto di Tecnologie Biomediche;ITA;Government;1,,,,
1523;Institut Catala d'Investigacio Quimica;ESP;Government;1,,,,
1523;National University Health System *;SGP;Health;1,,,,
1525;Jiangsu Provincial Government *;CHN;Government;1,,,,
1526;Hospital Universitario Fundacion Jimenez Diaz;ESP;Health;1,,,,
1527;Universita degli Studi di Messina;ITA;Universities;1,,,,
1528;Daegu Gyeongbuk Institute of Science and Technology;KOR;Universities;1,,,,
1529;Universita Vita-Salute San Raffaele;ITA;Universities;1,,,,
1530;Doheny Eye Institute;USA;Health;1,,,,
1531;Mario Negri Istituto di Ricerche Farmacologiche;ITA;Health;1,,,,
1531;Parque Tecnologico de Ciencias de la Salud;ESP;Non-Profit;1,,,,
1531;Sunnybrook Health Sciences Centre;CAN;Health;1,,,,
1534;The Manchester Metropolitan University;GBR;Universities;1,,,,
1535;Helios Kliniken GmbH *;DEU;Health;1,,,,
1535;Bernhard Nocht Institut fur Tropenmedizin;DEU;Health;1,,,,
1537;Helmholtz Zentrum fur Umweltforschung;DEU;Government;1,,,,
1538;Institute of Molecular Biology and Biotechnology;GRC;Government;1,,,,
1538;AO Research Institute;CHE;Health;2,,,,
1540;Peng Cheng Laboratory;CHN;Government;1,,,,
1540;National Institutes of Biomedical Innovation, Health and Nutrition;JPN;Health;1,,,
1542;Istituto Dalle Molle di Studi sull'Intelligenza Artificiale;CHE;Government;1,,,,
1542;Henry Ford Health System;USA;Health;1,,,,
1542;Universidad de Valladolid *;ESP;Universities;1,,,,
1545;Institut de Genomique Fonctionnelle;FRA;Government;1,,,,
1545;Xinjiang Technical Institute of Physics and Chemistry, Chinese Academy of Sciences;CHN;Government;1,,,
1547;Max Planck Institut fur Dynamik Komplexer Technischer Systeme;DEU;Government;2,,,,
1547;San Diego State University;USA;Universities;1,,,,
1547;Deutsches Diabetes-Zentrum - Leibniz-Zentrum fur Diabetes-Forschung an der Heinrich-Heine-Universitat Dusseldorf;DEU;Government;2,,,,
1550;Brunel University;GBR;Universities;2,,,,
1550;Institut de Recherche en Informatique et Systemes Aleatoires;FRA;Government;1,,,,
1552;Universite Paris-Est Creteil *;FRA;Universities;1,,,,
1552;Heidelberger Institut fur Theoretische Studien;DEU;Non-Profit;1,,,,
1554;Singapore National Eye Centre *;SGP;Health;2,,,,
1554;Qilu University of Technology;CHN;Universities;1,,,,
1554;Gachon University;KOR;Universities;1,,,,
1557;Deutsches Institut fur Ernahrungsforschung Potsdam-Rehbrucke;DEU;Government;1,,,,
1558;Universitatsklinikum Bonn;DEU;Health;2,,,,
1559;Fujian Agriculture and Forestry University;CHN;Universities;1,,,,
1560;Assistance Publique Hopitaux de Marseille *;FRA;Health;1,,,,
1560;Fondazione IRCCS Ospedale Maggiore Policlinico, Mangiagalli e Regina Elena;ITA;Health;1,,,
1562;Technische Universitat Braunschweig;DEU;Universities;2,,,,
1562;Universitatsklinikum Frankfurt;DEU;Health;2,,,,
1564;Handong Global University;KOR;Universities;1,,,,
1565;Chevron Corp;USA;Companies;1,,,,
1566;Consorzio Nazionale Interuniversitario per le Telecomunicazioni;ITA;Government;1,,,,
1567;University of Chicago Medical Center ;USA;Health;2,,,,
1568;State University - Higher School of Economics;RUS;Universities;1,,,,
1568;Laboratoire Traitement et Communication de l'Information;FRA;Government;1,,,,
1570;Conselleria do Medio Rural Ourense;ESP;Government;1,,,,
1571;Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences;CHN;Government;1,,,
1571;Danish Cancer Society;DNK;Health;1,,,,
1571;Auburn University;USA;Universities;1,,,,
1574;Deutsche Forschungszentrum fur Kunstliche Intelligenz;DEU;Government;1,,,,
1575;Changsha University of Science and Technology;CHN;Universities;1,,,,
1576;Affiliated People's Hospital of Jiangsu University;CHN;Health;1,,,,
1576;Royal Netherlands Meteorological Institute;NLD;Government;1,,,,
1576;Chang Gung University;TWN;Universities;1,,,,
1579;King Fahd University of Petroleum and Minerals;SAU;Universities;1,,,,
1580;Universite de Lyon;FRA;Universities;1,,,,
1581;Universitat Potsdam *;DEU;Universities;1,,,,
1581;Gobierno de Aragon *;MUL;Government;1,,,,
1583;University of Ulster;GBR;Universities;2,,,,
1583;Carleton University;CAN;Universities;1,,,,
1585;Seoul National University Bundang Hospital;KOR;Health;1,,,,
1585;Ecole Normale Superieure de Paris *;FRA;Universities;1,,,,
1587;Shriners Hospitals for Children *;MUL;Health;3,,,,
1588;University of Western Sydney;AUS;Universities;1,,,,
1588;Centre Henri Becquerel;FRA;Health;1,,,,
1590;Conselleria de Sanitat Universal i Salut Publica Valencia;ESP;Health;1,,,,
1591;General Motors Company *;MUL;Companies;1,,,,
1592;Kings College Hospital NHS Foundation Trust;GBR;Health;2,,,,
1593;Guangdong Power Grid Co Ltd;CHN;Companies;1,,,,
1594;Utah State University *;USA;Universities;1,,,,
1594;Korea Institute of Oriental Medicine;KOR;Government;1,,,,
1594;University of Tromso - The Arctic University of Norway;NOR;Universities;1,,,,
1597;Newcastle upon Tyne Hospitals NHS Foundation Trust;GBR;Health;2,,,,
1598;Illinois Institute of Technology;USA;Universities;1,,,,
1598;Inha University;KOR;Universities;1,,,,
1600;China National Rice Research Institute;CHN;Government;1,,,,
1600;Hacettepe University;TUR;Universities;1,,,,
1600;Institute of Semiconductors, Chinese Academy of Sciences;CHN;Government;1,,,
1603;Florey Neuroscience Institutes;AUS;Health;1,,,,
1604;Eusko Jaurlaritza *;MUL;Government;1,,,,
1604;L'Unite de Recherche de l'Institut du Thorax;FRA;Government;1,,,,
1606;Institut Paoli Calmettes;FRA;Health;1,,,,
1607;University of Delhi *;IND;Universities;1,,,,
1607;Ikerbasque-Basque Foundation for Science;ESP;Government;1,,,,
1609;Ton Duc Thang University;VNM;Universities;1,,,,
1609;Institute of Science and Technology, Austria;AUT;Government;1,,,
1611;National Center for Atmospheric Research;USA;Government;1,,,,
1611;Hubei University;CHN;Universities;1,,,,
1613;World Health Organization Regional Office for the Eastern Mediterranean, Egypt;EGY;Health;1,,,
1614;Kinderspital Zurich, Universitats-Kinderklinik;CHE;Health;2,,,
1615;Hospital Universitario HM Sanchinarro;ESP;Health;1,,,,
1616;University Hospitals of Cleveland  *;USA;Health;1,,,,
1617;Gobierno de Navarra  *;ESP;Government;1,,,,
1618;Northwest University, Xi'an;CHN;Universities;1,,,
1619;Universita degli Studi di Trieste;ITA;Universities;1,,,,
1620;Norwegian Institute of Public Health;NOR;Health;1,,,,
1621;Instituto de Recursos Naturales y Agrobiologia de Sevilla;ESP;Government;1,,,,
1622;Flinders University;AUS;Universities;1,,,,
1623;University of New Mexico Health Sciences Center;USA;Health;1,,,,
1623;Universita degli Studi di Brescia;ITA;Universities;1,,,,
1623;Synopsys Inc *;MUL;Companies;2,,,,
1623;Indian Institute of Technology, Kharagpur;IND;Universities;1,,,
1627;Institut de Ciencies Fotoniques;ESP;Government;1,,,,
1627;Estacion Experimental del Zaidin ;ESP;Government;1,,,,
1629;Centro de Investigacion Biomedica en Red de Enfermedades Hepaticas y Digestivas, Madrid;ESP;Health;1,,,
1630;European Centre for Disease Prevention and Control;SWE;Health;1,,,,
1631;Laboratoire Jean Kuntzmann;FRA;Government;1,,,,
1632;Health Data Research UK;GBR;Non-Profit;1,,,,
1632;Heuristique et Diagnostic des Systemes Complexes;FRA;Government;1,,,,
1634;Instituto de Tecnologia Quimica;ESP;Government;1,,,,
1634;University of Essex;GBR;Universities;1,,,,
1634;Universidade de Brasilia;BRA;Universities;1,,,,
1637;Carnegie Institution for Science *;USA;Non-Profit;1,,,,
1638;The Fifth Medical Center of the PLA General Hospital;CHN;Health;1,,,,
1639;Instituto Nacional de Infectologia Evandro Chagas;BRA;Health;1,,,,
1640;Public Health Agency of Canada;CAN;Health;1,,,,
1640;Fondazione Bruno Kessler;ITA;Non-Profit;1,,,,
1642;University of Arkansas, Fayetteville;USA;Universities;2,,,
1643;Ewha Womans University *;KOR;Universities;1,,,,
1643;Children's Healthcare of Atlanta ;USA;Health;2,,,,
1645;Institute of Zoology, Chinese Academy of Sciences;CHN;Government;1,,,
1646;Universitatsklinikum Munster;DEU;Health;2,,,,
1646;Centro de Investigacion Biomedica en Red en Bioingenieria, Biomateriales y Nanomedicina, Madrid;ESP;Health;1,,
1648;Indian Institute of Technology, Delhi;IND;Universities;1,,,
1648;University of Hawai'i Cancer Center;USA;Health;1,,,,
1648;Stevens Institute of Technology;USA;Universities;1,,,,
1648;NHS Greater Glasgow and Clyde;GBR;Health;2,,,,
1648;New York University, Abu Dhabi;ARE;Universities;1,,,
1653;Astellas Pharma Inc;JPN;Companies;1,,,,
1653;Istituto per la Tecnologia delle Membrane;ITA;Government;1,,,,
1655;Mashhad University of Medical Sciences;IRN;Universities;1,,,,
1656;Nippon Telegraph and Telephone Corp, USA;USA;Companies;1,,,
1657;Institut de Recherche sur le Cancer de Lille *;FRA;Health;1,,,,
1658;Pfizer Inc, United Kingdom;GBR;Companies;1,,,
1658;Centre Tecnologic de Telecomunicacions de Catalunya;ESP;Non-Profit;1,,,,
1660;Taipei Veterans General Hospital;TWN;Health;1,,,,
1661;European Space Agency *;MUL;Government;1,,,,
1661;Universidad Europea de Madrid *;ESP;Universities;1,,,,
1663;James Cook University *;AUS;Universities;1,,,,
1663;Liverpool John Moores University;GBR;Universities;2,,,,
1665;Finnish Meteorological Institute;FIN;Government;1,,,,
1666;Marine Biological Laboratory;USA;Non-Profit;2,,,,
1666;Medtronic Inc, USA;USA;Companies;1,,,
1668;Laboratoire de Genie Chimique de Toulouse;FRA;Government;1,,,,
1669;Unilever, United Kingdom;GBR;Companies;1,,,
1669;Ministry of Industry and Information Technology;CHN;Government;1,,,,
1669;University of Kentucky HealthCare;USA;Health;1,,,,
1672;University of Nevada-Reno;USA;Universities;1,,,,
1672;Peking Union Medical College Hospital Beijing;CHN;Health;1,,,,
1674;Hong Kong Baptist University;HKG;Universities;2,,,,
1674;Irish Agriculture and Food Development Authority;IRL;Government;1,,,,
1676;Centro de Edafologia y Biologia Aplicada del Segura;ESP;Government;1,,,,
1677;Max Planck UCL Centre for Computational Psychiatry and Ageing Research;DEU;Government;1,,,,
1677;Shandong Agricultural University;CHN;Universities;1,,,,
1679;Instituto Oswaldo Cruz;BRA;Health;1,,,,
1679;Universita Politecnica delle Marche;ITA;Universities;1,,,,
1681;University of Kansas Medical Center;USA;Health;2,,,,
1681;Texas Children's Hospital ;USA;Health;2,,,,
1683;Second Xiangya Hospital Affiliated to Central South University;CHN;Health;1,,,,
1684;University of Technology, Malaysia;MYS;Universities;1,,,
1685;St Georges University of London;GBR;Universities;2,,,,
1686;Diamond Light Source;GBR;Government;1,,,,
1687;Air Force Medical University *;CHN;Universities;1,,,,
1687;National Kyushu Cancer Center;JPN;Health;1,,,,
1689;Korea Food Research Institute;KOR;Government;1,,,,
1690;Honda Motor Co Ltd *;MUL;Companies;2,,,,
1691;Philipps-Universitat Marburg *;DEU;Universities;1,,,,
1692;West China Hospital of Stomatology;CHN;Health;1,,,,
1693;Leibniz Institut fur Naturstoff-Forschung und Infektionsbiologie e.V. Hans-Knoll-Institut;DEU;Government;1,,,,
1693;Max Planck Institut fur Biologische Kybernetik;DEU;Government;2,,,,
1695;Ruijin Hospital;CHN;Health;1,,,,
